,operand1,operand2,target
0,48,66,81.60882305241266
1,93,23,95.80187889597991
2,4,13,13.601470508735444
3,2,47,47.042533945356304
4,30,22,37.20215047547655
5,33,79,85.61541917201598
6,51,51,72.12489168102785
7,57,56,79.90619500389191
8,55,9,55.731499172371095
9,39,0,39.0
10,88,34,94.33981132056604
11,15,33,36.24913792078372
12,11,15,18.601075237738275
13,14,20,24.413111231467404
14,94,92,131.52946437965906
15,40,31,50.60632371551998
16,97,73,121.40016474453401
17,54,71,89.20201791439474
18,67,20,69.92138442565336
19,13,2,13.152946437965905
20,10,86,86.57944328765345
21,94,76,120.88010589009261
22,10,99,99.50376877284599
23,16,64,65.96969000988257
24,61,23,65.19202405202648
25,11,2,11.180339887498949
26,94,53,107.91200118615167
27,60,101,117.47765745025733
28,18,33,37.589892258425
29,23,6,23.769728648009426
30,48,56,73.7563556583431
31,86,0,86.0
32,73,94,119.01680553602503
33,17,73,74.95331880577403
34,26,37,45.221676218380054
35,72,47,85.98255637046388
36,94,17,95.524865872714
37,94,77,121.51131634543344
38,68,39,78.39005038906404
39,73,52,89.62700485902673
40,52,28,59.0592922409336
41,45,24,51.0
42,4,63,63.12685640834652
43,17,83,84.72307831990054
44,79,7,79.30952023559341
45,69,100,121.49485585818027
46,39,10,40.26164427839479
47,11,47,48.27007354458868
48,17,76,77.87810988975015
49,16,25,29.68164415931166
50,88,30,92.97311439335567
51,20,63,66.09841147864296
52,54,3,54.08326913195984
53,7,54,54.45181356024793
54,99,14,99.98499887483122
55,55,60,81.39410298049853
56,79,45,90.91754506144565
57,66,78,102.17631819555841
58,92,57,108.2266141020775
59,10,90,90.55385138137417
60,1,29,29.017236257093817
61,31,82,87.66413177577246
62,73,19,75.43208866258443
63,55,91,106.3296760081587
64,35,41,53.907327887774215
65,12,98,98.73196037757987
66,50,83,96.89685237405806
67,100,55,114.12712210513327
68,101,68,121.75795661885921
69,79,24,82.56512580987206
70,86,52,100.4987562112089
71,27,100,103.58088626768937
72,18,85,86.88498144098322
73,1,99,99.00505037623081
74,30,35,46.09772228646444
75,69,61,92.09777413162601
76,73,58,93.23625904121208
77,26,54,59.93329625508679
78,93,10,93.53608929178085
79,39,19,43.382023926967726
80,27,74,78.77182237323191
81,56,12,57.271284253105414
82,93,19,94.92101980067429
83,34,50,60.4648658313239
84,31,95,99.92997548283498
85,70,92,115.6027681329474
86,41,55,68.60029154456998
87,83,85,118.80235687897779
88,92,37,99.16148445843275
89,92,63,111.50336317797773
90,9,44,44.91102314577124
91,72,24,75.8946638440411
92,93,86,126.66885963013956
93,33,75,81.93900170248598
94,66,1,66.007575322837
95,81,5,81.15417426109393
96,30,60,67.08203932499369
97,22,58,62.03224967708329
98,1,88,88.0056816347672
99,56,21,59.80802621722272
