epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.047910209745168686,3.390247344970703,0.060050252825021744,3.230365514755249,0.0010000000474974513
1,0.05159560963511467,3.243450164794922,0.048241205513477325,3.163707733154297,0.0010000000474974513
2,0.04841276630759239,3.1699373722076416,0.04648241028189659,3.1153573989868164,0.0010000000474974513
3,0.05310327559709549,3.1116018295288086,0.04924623295664787,3.0828473567962646,0.0010000000474974513
4,0.05226568505167961,3.079385757446289,0.05125628039240837,3.062228202819824,0.0010000000474974513
5,0.055951084941625595,3.0599365234375,0.05150753632187843,3.0470337867736816,0.0010000000474974513
6,0.05084177851676941,3.0460920333862305,0.05326633155345917,3.0395216941833496,0.0010000000474974513
7,0.04992042854428291,3.034282922744751,0.04849246144294739,3.0337822437286377,0.0010000000474974513
8,0.049836669117212296,3.0282540321350098,0.047236181795597076,3.023707151412964,0.0010000000474974513
9,0.05419214442372322,3.020479440689087,0.05150753632187843,3.019735336303711,0.0010000000474974513
10,0.052516959607601166,3.0157859325408936,0.04597989842295647,3.0187854766845703,0.0010000000474974513
11,0.052098166197538376,3.0127084255218506,0.04899497330188751,3.0159642696380615,0.0010000000474974513
12,0.04899907857179642,3.0110976696014404,0.05100502446293831,3.0120325088500977,0.0010000000474974513
13,0.053270794451236725,3.0097219944000244,0.046984925866127014,3.0081558227539062,0.0010000000474974513
14,0.0541083849966526,3.0071184635162354,0.0477386936545372,3.0103628635406494,0.0010000000474974513
15,0.051763128489255905,3.0053560733795166,0.04849246144294739,3.007136583328247,0.0010000000474974513
16,0.05008794739842415,3.004667282104492,0.04874371737241745,3.005810022354126,0.0010000000474974513
17,0.052181925624608994,3.003225803375244,0.05226130783557892,3.007509231567383,0.0010000000474974513
18,0.0550297349691391,3.0024349689483643,0.04874371737241745,3.004274606704712,0.0010000000474974513
19,0.05042298510670662,3.0020995140075684,0.04522613063454628,3.004694938659668,0.0010000000474974513
20,0.04950163513422012,3.001016616821289,0.04623115435242653,3.003662109375,0.0010000000474974513
21,0.05494597554206848,3.0009920597076416,0.049748744815588,3.0025904178619385,0.0010000000474974513
22,0.05377334728837013,3.0004966259002686,0.04924623295664787,3.0024454593658447,0.0010000000474974513
23,0.053689587861299515,3.0003252029418945,0.051758792251348495,3.001322031021118,0.0010000000474974513
24,0.04925035685300827,2.999276876449585,0.05276381969451904,3.0028252601623535,0.0010000000474974513
25,0.05193064734339714,2.999603509902954,0.05000000074505806,3.0021724700927734,0.0010000000474974513
26,0.055951084941625595,2.9991583824157715,0.05100502446293831,3.002523183822632,0.0010000000474974513
27,0.055197253823280334,2.999432325363159,0.04447236284613609,3.0018694400787354,0.0010000000474974513
28,0.05234944447875023,2.999603033065796,0.051758792251348495,3.0024831295013428,0.0010000000474974513
29,0.0512605756521225,2.998995304107666,0.045728642493486404,3.0048580169677734,0.0010000000474974513
30,0.055197253823280334,2.9989571571350098,0.05125628039240837,3.003931760787964,0.0010000000474974513
31,0.051344335079193115,2.9997994899749756,0.045728642493486404,3.002971649169922,0.0010000000474974513
32,0.052516959607601166,2.998244047164917,0.04547738656401634,3.0018293857574463,0.0005000000237487257
33,0.05385710671544075,2.996626615524292,0.044723618775606155,3.0017518997192383,0.0005000000237487257
34,0.05804506316781044,2.996575117111206,0.05100502446293831,3.001354932785034,0.0005000000237487257
35,0.055951084941625595,2.996706485748291,0.04497487470507622,3.0020933151245117,0.0005000000237487257
36,0.054443418979644775,2.9961705207824707,0.045728642493486404,3.001400947570801,0.0005000000237487257
37,0.054443418979644775,2.9962003231048584,0.04924623295664787,3.0016250610351562,0.0005000000237487257
38,0.05720747262239456,2.9958677291870117,0.05000000074505806,3.003373384475708,0.0005000000237487257
