epoch,loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0,12451.3232421875,101.51589965820312,12451.060546875,14320.150390625,113.41813659667969,14319.8876953125,0.0010000000474974513
1,12332.48828125,101.36701965332031,12332.2275390625,14298.470703125,113.3713150024414,14298.2080078125,0.0010000000474974513
2,12303.4912109375,101.37916564941406,12303.2294921875,14276.099609375,113.3159408569336,14275.837890625,0.0010000000474974513
3,12206.2919921875,101.2847671508789,12206.029296875,14254.2470703125,113.25799560546875,14253.984375,0.0010000000474974513
4,12208.1376953125,101.30596160888672,12207.875,14232.408203125,113.1977310180664,14232.1455078125,0.0010000000474974513
5,12128.193359375,101.17346954345703,12127.931640625,14210.974609375,113.1368637084961,14210.712890625,0.0010000000474974513
6,12085.1875,101.07566833496094,12084.9248046875,14189.064453125,113.07049560546875,14188.8017578125,0.0010000000474974513
7,12058.7724609375,100.93743133544922,12058.5107421875,14171.173828125,113.01776123046875,14170.9111328125,0.0010000000474974513
8,12024.462890625,100.855712890625,12024.2001953125,14153.5185546875,112.96318054199219,14153.2548828125,0.0010000000474974513
9,12019.7998046875,100.94075012207031,12019.53515625,14136.4375,112.9084243774414,14136.173828125,0.0010000000474974513
10,11971.119140625,100.73612976074219,11970.8564453125,14119.1748046875,112.8509292602539,14118.9111328125,0.0010000000474974513
11,11976.189453125,100.78423309326172,11975.92578125,14102.541015625,112.79539489746094,14102.2763671875,0.0010000000474974513
12,11942.2197265625,100.6764144897461,11941.9560546875,14086.15625,112.7389907836914,14085.892578125,0.0010000000474974513
13,11918.181640625,100.63900756835938,11917.9169921875,14070.7265625,112.68516540527344,14070.462890625,0.0010000000474974513
14,11893.3837890625,100.44535827636719,11893.119140625,14055.4404296875,112.6306381225586,14055.1767578125,0.0010000000474974513
15,11895.42578125,100.52268981933594,11895.162109375,14043.005859375,112.5855712890625,14042.7421875,0.0010000000474974513
16,11842.94140625,100.38809967041016,11842.6767578125,14029.076171875,112.53489685058594,14028.8125,0.0010000000474974513
17,11815.1083984375,100.18245697021484,11814.8447265625,14016.353515625,112.48746490478516,14016.0888671875,0.0010000000474974513
18,11852.4892578125,100.31442260742188,11852.2255859375,14005.5966796875,112.446044921875,14005.3310546875,0.0010000000474974513
19,11819.92578125,100.24927520751953,11819.66015625,13994.708984375,112.40423583984375,13994.443359375,0.0010000000474974513
20,11775.93359375,100.0685043334961,11775.6669921875,13982.4111328125,112.35652923583984,13982.1455078125,0.0010000000474974513
21,11755.8642578125,99.94023895263672,11755.5986328125,13974.162109375,112.32371520996094,13973.896484375,0.0010000000474974513
22,11725.974609375,99.835205078125,11725.7080078125,13963.328125,112.2819595336914,13963.0625,0.0010000000474974513
23,11736.2958984375,99.862548828125,11736.029296875,13952.828125,112.24114990234375,13952.5625,0.0010000000474974513
24,11701.4580078125,99.71265411376953,11701.19140625,13942.146484375,112.19917297363281,13941.880859375,0.0010000000474974513
25,11683.1474609375,99.62053680419922,11682.8837890625,13933.3203125,112.1650390625,13933.0546875,0.0010000000474974513
26,11652.01171875,99.57772064208984,11651.74609375,13924.548828125,112.1310806274414,13924.283203125,0.0010000000474974513
27,11632.2197265625,99.48783874511719,11631.9541015625,13915.7294921875,112.09747314453125,13915.4638671875,0.0010000000474974513
28,11639.1982421875,99.4646987915039,11638.9326171875,13905.955078125,112.0599594116211,13905.689453125,0.0010000000474974513
29,11644.8291015625,99.51251983642578,11644.564453125,13897.3076171875,112.02735900878906,13897.0419921875,0.0010000000474974513
30,11609.9560546875,99.31322479248047,11609.69140625,13889.990234375,111.99903869628906,13889.724609375,0.0010000000474974513
31,11565.16015625,99.23753356933594,11564.89453125,13881.8125,111.96775817871094,13881.546875,0.0010000000474974513
32,11573.9873046875,99.17350006103516,11573.7216796875,13874.572265625,111.94068908691406,13874.306640625,0.0010000000474974513
33,11548.03125,99.04744720458984,11547.765625,13866.337890625,111.91017150878906,13866.072265625,0.0010000000474974513
34,11503.9482421875,98.98133850097656,11503.681640625,13857.732421875,111.87833404541016,13857.466796875,0.0010000000474974513
35,11534.9814453125,99.03907775878906,11534.71484375,13850.4091796875,111.85057067871094,13850.1435546875,0.0010000000474974513
36,11494.912109375,98.94505310058594,11494.6474609375,13843.205078125,111.82356262207031,13842.939453125,0.0010000000474974513
37,11514.7783203125,98.89778900146484,11514.51171875,13835.783203125,111.7960433959961,13835.517578125,0.0010000000474974513
38,11463.4189453125,98.73863983154297,11463.154296875,13829.8701171875,111.77362060546875,13829.6044921875,0.0010000000474974513
39,11436.16015625,98.68378448486328,11435.8935546875,13825.541015625,111.75779724121094,13825.2734375,0.0010000000474974513
40,11373.0673828125,98.42142486572266,11372.80078125,13818.3310546875,111.73149108886719,13818.064453125,0.0010000000474974513
