epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.16867469251155853,2.3851771354675293,0.28776979446411133,2.1210451126098633,0.0010000000474974513
1,0.1951807290315628,2.217299222946167,0.2374100685119629,2.0974297523498535,0.0010000000474974513
2,0.23614457249641418,2.0738930702209473,0.26618704199790955,2.0752320289611816,0.0010000000474974513
3,0.2506024241447449,2.0411651134490967,0.23021583259105682,2.0617830753326416,0.0010000000474974513
4,0.26024097204208374,2.0228543281555176,0.2733812928199768,2.0451507568359375,0.0010000000474974513
5,0.26024097204208374,2.0124351978302,0.2589927911758423,2.02829647064209,0.0010000000474974513
6,0.2867469787597656,1.980481505393982,0.24460431933403015,2.018760919570923,0.0010000000474974513
7,0.27469879388809204,1.9637377262115479,0.2733812928199768,2.0102717876434326,0.0010000000474974513
8,0.26265060901641846,1.9754382371902466,0.28057554364204407,2.005305290222168,0.0010000000474974513
9,0.2867469787597656,1.9896764755249023,0.2949640154838562,2.000856876373291,0.0010000000474974513
10,0.32289156317710876,1.9256688356399536,0.28776979446411133,1.9944363832473755,0.0010000000474974513
11,0.2819277048110962,1.9349470138549805,0.28776979446411133,1.9836070537567139,0.0010000000474974513
12,0.32048192620277405,1.927402377128601,0.28057554364204407,1.9735019207000732,0.0010000000474974513
13,0.31807228922843933,1.8736906051635742,0.3309352397918701,1.9675170183181763,0.0010000000474974513
14,0.27469879388809204,1.9183018207550049,0.32374101877212524,1.9594935178756714,0.0010000000474974513
15,0.2987951934337616,1.9092508554458618,0.32374101877212524,1.948269248008728,0.0010000000474974513
16,0.2843373417854309,1.8981828689575195,0.26618704199790955,1.9457643032073975,0.0010000000474974513
17,0.2867469787597656,1.9044383764266968,0.26618704199790955,1.9401133060455322,0.0010000000474974513
18,0.3132530152797699,1.8711692094802856,0.2733812928199768,1.9276498556137085,0.0010000000474974513
19,0.2987951934337616,1.8957096338272095,0.32374101877212524,1.9157545566558838,0.0010000000474974513
20,0.30361446738243103,1.8742191791534424,0.28776979446411133,1.9068715572357178,0.0010000000474974513
21,0.3132530152797699,1.8581712245941162,0.3093525171279907,1.903056025505066,0.0010000000474974513
22,0.30843374133110046,1.8412716388702393,0.30215826630592346,1.8940401077270508,0.0010000000474974513
23,0.29156625270843506,1.8642982244491577,0.26618704199790955,1.8818398714065552,0.0010000000474974513
24,0.2867469787597656,1.9336332082748413,0.28057554364204407,1.8747093677520752,0.0010000000474974513
25,0.33493974804878235,1.8031412363052368,0.30215826630592346,1.8778221607208252,0.0010000000474974513
26,0.31807228922843933,1.8060046434402466,0.32374101877212524,1.871185302734375,0.0010000000474974513
27,0.2987951934337616,1.842437505722046,0.2517985701560974,1.8786693811416626,0.0010000000474974513
28,0.3108433783054352,1.827362298965454,0.2589927911758423,1.8679609298706055,0.0010000000474974513
29,0.32289156317710876,1.8229999542236328,0.28057554364204407,1.8678255081176758,0.0010000000474974513
30,0.30361446738243103,1.7971171140670776,0.26618704199790955,1.8649476766586304,0.0010000000474974513
31,0.2987951934337616,1.8213821649551392,0.2517985701560974,1.862515926361084,0.0010000000474974513
32,0.32289156317710876,1.8114070892333984,0.26618704199790955,1.855360746383667,0.0010000000474974513
33,0.30843374133110046,1.840445876121521,0.2733812928199768,1.8526227474212646,0.0010000000474974513
34,0.3421686887741089,1.8033323287963867,0.2733812928199768,1.8398288488388062,0.0010000000474974513
35,0.27469879388809204,1.8127415180206299,0.2589927911758423,1.826042652130127,0.0010000000474974513
36,0.3301204741001129,1.8090126514434814,0.2517985701560974,1.8447651863098145,0.0010000000474974513
37,0.31807228922843933,1.7936122417449951,0.2733812928199768,1.8484196662902832,0.0010000000474974513
38,0.32289156317710876,1.8084523677825928,0.2589927911758423,1.8575903177261353,0.0010000000474974513
39,0.33253011107444763,1.7762078046798706,0.2733812928199768,1.8376166820526123,0.0010000000474974513
40,0.36385542154312134,1.8018133640289307,0.2589927911758423,1.8311313390731812,0.0010000000474974513
41,0.33253011107444763,1.7612686157226562,0.2733812928199768,1.8310283422470093,0.0010000000474974513
42,0.3132530152797699,1.7798652648925781,0.24460431933403015,1.841700792312622,0.0010000000474974513
43,0.3253012001514435,1.7357007265090942,0.2374100685119629,1.850002408027649,0.0010000000474974513
44,0.31807228922843933,1.7568550109863281,0.23021583259105682,1.8395622968673706,0.0005000000237487257
45,0.3397590219974518,1.745443344116211,0.22302158176898956,1.8416763544082642,0.0005000000237487257
46,0.3397590219974518,1.7270128726959229,0.24460431933403015,1.838641881942749,0.0005000000237487257
47,0.33253011107444763,1.7441834211349487,0.24460431933403015,1.8305573463439941,0.0005000000237487257
48,0.36626505851745605,1.7125548124313354,0.2517985701560974,1.8208861351013184,0.0005000000237487257
49,0.3445783257484436,1.7490347623825073,0.23021583259105682,1.822459101676941,0.0005000000237487257
50,0.33734938502311707,1.7429025173187256,0.24460431933403015,1.8261202573776245,0.0005000000237487257
51,0.38072288036346436,1.6971744298934937,0.2589927911758423,1.827575445175171,0.0005000000237487257
52,0.3710843324661255,1.7463937997817993,0.2589927911758423,1.8245325088500977,0.0005000000237487257
53,0.30843374133110046,1.753989815711975,0.2589927911758423,1.8213740587234497,0.0005000000237487257
54,0.33253011107444763,1.7667901515960693,0.26618704199790955,1.8105418682098389,0.0005000000237487257
55,0.35180723667144775,1.7156002521514893,0.28057554364204407,1.800902009010315,0.0005000000237487257
56,0.3566265106201172,1.7189182043075562,0.3093525171279907,1.7964228391647339,0.0005000000237487257
57,0.35180723667144775,1.7231626510620117,0.30215826630592346,1.7981610298156738,0.0005000000237487257
58,0.33493974804878235,1.7494720220565796,0.30215826630592346,1.8073232173919678,0.0005000000237487257
